Time,Instantaneous Solar energy Generation(kWh),Instantaneous Solar Usage (kWh),Instantaneous User Consumption (kWh),Device_1_Consumption (kW),Device_2_Consumption (kW),Device_3_Consumption (kW),Device_4_Consumption (kW),TOU rates (INR),Predicted TOU rates (1 hour ahead),Cumulative Energy Consumption,Predicted Solar Generation (kWh),Optimal Solar Usage (kWh),Optimal Grid Usage (kWh),Instantaneous Full Grid Cost (INR),Instantaneous Actual Cost (INR),Instantaneous Savings (INR),Cumulative Savings (INR),Cumulative Bill (INR),Cumulative Energy Saved (kWh),Trees Saved,Battery Level (kWh)
6/12/2024 18:35,0,0,0.44,0.08,0.116,0.001,0.065,24.41011236,24.41011236,848.85,0,0.44,0,10.74044944,0,10.74044944,15618.52809,2606.791292,775.03,28.908619,45.32222222
6/12/2024 18:40,0,0,0.45,0.42,0.066,0.189,0.014,24.41011236,24.41011236,849.3,0,0.45,0,10.98455056,0,10.98455056,15629.51264,2606.791292,775.48,28.925404,44.82222222
6/12/2024 18:45,0,0,0.5,0.011,0.379,0.12,0.139,24.41011236,24.41011236,849.8,0,0.5,0,12.20505618,0,12.20505618,15641.7177,2606.791292,775.98,28.944054,44.26666667
6/12/2024 18:51,0,0,0.5,0.199,0.063,0.035,0.156,24.41011236,24.41011236,850.3,0,0.5,0,12.20505618,0,12.20505618,15653.92275,2606.791292,776.48,28.962704,43.71111111
6/12/2024 18:56,0,0,0.5,0.124,0.132,0.074,0.12,24.41011236,24.41011236,850.8,0,0.5,0,12.20505618,0,12.20505618,15666.12781,2606.791292,776.98,28.981354,43.15555556
6/12/2024 19:01,0,0,0.49,0.01,0.077,0.072,0.15,24.41011236,24.41011236,851.29,0,0.49,0,11.96095506,0,11.96095506,15678.08876,2606.791292,777.47,28.999631,42.61111111
6/12/2024 19:06,0,0,0.49,0.235,0.006,0.017,0.006,24.41011236,24.41011236,851.78,0,0.49,0,11.96095506,0,11.96095506,15690.04972,2606.791292,777.96,29.017908,42.06666667
6/12/2024 19:12,0,0,0.45,0.191,0.056,0.038,0.249,24.41011236,24.41011236,852.23,0,0.45,0,10.98455056,0,10.98455056,15701.03427,2606.791292,778.41,29.034693,41.56666667
6/12/2024 19:16,0,0,0.45,0.013,0.014,0.044,0.238,24.41011236,24.41011236,852.68,0,0.45,0,10.98455056,0,10.98455056,15712.01882,2606.791292,778.86,29.051478,41.06666667
6/12/2024 19:23,0,0,0.34,0.047,0.017,0.045,0.014,24.41011236,24.41011236,853.02,0,0.34,0,8.299438202,0,8.299438202,15720.31826,2606.791292,779.2,29.06416,40.68888889
6/12/2024 19:28,0,0,0.34,0.024,0.031,0.142,0.09,24.41011236,24.41011236,853.36,0,0.34,0,8.299438202,0,8.299438202,15728.6177,2606.791292,779.54,29.076842,40.31111111
6/12/2024 19:34,0,0,0.28,0.074,0.022,0.024,0.016,24.41011236,24.41011236,853.64,0,0.28,0,6.834831461,0,6.834831461,15735.45253,2606.791292,779.82,29.087286,40
6/12/2024 19:39,0,0,0.32,0.041,0.116,0.177,0.18,24.41011236,24.41011236,853.96,0,0.32,0,7.811235955,0,7.811235955,15743.26376,2606.791292,780.14,29.099222,39.64444444
6/12/2024 19:44,0,0,0.33,0.194,0.108,0.086,0.009,24.41011236,24.41011236,854.29,0,0.33,0,8.055337079,0,8.055337079,15751.3191,2606.791292,780.47,29.111531,39.27777778
6/12/2024 19:49,0,0,0.32,0.237,0.091,0,0.091,24.41011236,24.41011236,854.61,0,0.32,0,7.811235955,0,7.811235955,15759.13034,2606.791292,780.79,29.123467,38.92222222
6/12/2024 19:55,0,0,0.35,0.104,0.235,0.079,0.011,24.41011236,24.41011236,854.96,0,0.35,0,8.543539326,0,8.543539326,15767.67388,2606.791292,781.14,29.136522,38.53333333
6/12/2024 20:00,0,0,0.35,0.021,0.197,0.114,0.01,24.41011236,24.41011236,855.31,0,0.35,0,8.543539326,0,8.543539326,15776.21742,2606.791292,781.49,29.149577,38.14444444
6/12/2024 20:05,0,0,0.33,0.103,0.12,0.023,0.006,24.41011236,10,855.64,0,0.33,0,8.055337079,0,8.055337079,15784.27275,2606.791292,781.82,29.161886,37.77777778
6/12/2024 20:10,0,0,0.34,0.027,0.134,0.178,0.131,24.41011236,10,855.98,0,0.34,0,8.299438202,0,8.299438202,15792.57219,2606.791292,782.16,29.174568,37.4
6/12/2024 20:15,0,0,0.33,0.001,0.022,0.028,0.065,24.41011236,10,856.31,0,0.33,0,8.055337079,0,8.055337079,15800.62753,2606.791292,782.49,29.186877,37.03333333
6/12/2024 20:22,0,0,0.33,0.073,0.163,0.054,0.173,24.41011236,10,856.64,0,0.33,0,8.055337079,0,8.055337079,15808.68287,2606.791292,782.82,29.199186,36.66666667
6/12/2024 20:27,0,0,0.57,0.344,0.174,0.012,0.121,24.41011236,10,857.21,0,0.57,0,13.91376405,0,13.91376405,15822.59663,2606.791292,783.39,29.220447,36.03333333
6/12/2024 20:32,0,0,0.33,0.063,0.079,0.022,0.08,24.41011236,10,857.54,0,0.33,0,8.055337079,0,8.055337079,15830.65197,2606.791292,783.72,29.232756,35.66666667
6/12/2024 20:37,0,0,0.33,0.052,0.074,0.055,0.105,24.41011236,10,857.87,0,0.33,0,8.055337079,0,8.055337079,15838.7073,2606.791292,784.05,29.245065,35.3
6/12/2024 20:43,0,0,0.57,0.212,0.141,0.005,0.2,24.41011236,10,858.44,0,0.57,0,13.91376405,0,13.91376405,15852.62107,2606.791292,784.62,29.266326,34.66666667
6/12/2024 20:48,0,0,0.32,0.178,0.009,0.135,0.044,24.41011236,10,858.76,0,0.32,0,7.811235955,0,7.811235955,15860.4323,2606.791292,784.94,29.278262,34.31111111
6/12/2024 20:53,0,0,0.32,0.015,0.076,0.145,0.053,24.41011236,10,859.08,0,0.32,0,7.811235955,0,7.811235955,15868.24354,2606.791292,785.26,29.290198,33.95555556
6/12/2024 20:58,0,0,0.31,0.072,0.015,0.19,0.003,24.41011236,10,859.39,0,0.31,0,7.567134832,0,7.567134832,15875.81067,2606.791292,785.57,29.301761,33.61111111
6/12/2024 21:04,0,0,0.31,0.061,0.011,0.046,0.026,10,10,859.7,0,0,0.31,3.1,3.1,0,15875.81067,2609.891292,785.57,29.301761,33.61111111
6/12/2024 21:09,0,0,0.28,0.103,0.093,0.007,0.063,10,10,859.98,0,0,0.28,2.8,2.8,0,15875.81067,2612.691292,785.57,29.301761,33.61111111
6/12/2024 21:14,0,0,0.29,0.12,0.074,0.147,0.071,10,10,860.27,0,0,0.29,2.9,2.9,0,15875.81067,2615.591292,785.57,29.301761,33.61111111
6/12/2024 21:19,0,0,0.31,0.096,0.086,0.124,0.128,10,10,860.58,0,0,0.31,3.1,3.1,0,15875.81067,2618.691292,785.57,29.301761,33.61111111
6/12/2024 21:25,0,0,0.33,0.008,0.02,0.017,0.018,10,10,860.91,0,0,0.33,3.3,3.3,0,15875.81067,2621.991292,785.57,29.301761,33.61111111
6/12/2024 21:31,0,0,0.32,0.058,0.079,0.021,0.021,10,10,861.23,0,0,0.32,3.2,3.2,0,15875.81067,2625.191292,785.57,29.301761,33.61111111
6/12/2024 21:36,0,0,0.3,0.032,0.046,0.019,0.074,10,10,861.53,0,0,0.3,3,3,0,15875.81067,2628.191292,785.57,29.301761,33.61111111
6/12/2024 21:41,0,0,0.25,0.103,0.005,0.075,0.023,10,10,861.78,0,0,0.25,2.5,2.5,0,15875.81067,2630.691292,785.57,29.301761,33.61111111
6/12/2024 21:46,0,0,0.29,0.058,0.034,0.013,0.069,10,10,862.07,0,0,0.29,2.9,2.9,0,15875.81067,2633.591292,785.57,29.301761,33.61111111
6/12/2024 21:51,0,0,0.28,0,0.02,0.064,0.078,10,10,862.35,0,0,0.28,2.8,2.8,0,15875.81067,2636.391292,785.57,29.301761,33.61111111
6/12/2024 21:56,0,0,0.27,0.059,0.059,0.14,0.039,10,10,862.62,0,0,0.27,2.7,2.7,0,15875.81067,2639.091292,785.57,29.301761,33.61111111
6/12/2024 22:02,0,0,0.25,0.033,0.036,0.023,0.003,10,10,862.87,0,0,0.25,2.5,2.5,0,15875.81067,2641.591292,785.57,29.301761,33.61111111
6/12/2024 22:07,0,0,0.24,0.012,0.048,0.084,0.03,10,10,863.11,0,0,0.24,2.4,2.4,0,15875.81067,2643.991292,785.57,29.301761,33.61111111
6/12/2024 22:12,0,0,0.28,0.139,0.094,0.046,0.114,10,10,863.39,0,0,0.28,2.8,2.8,0,15875.81067,2646.791292,785.57,29.301761,33.61111111
6/12/2024 22:17,0,0,0.28,0.075,0.025,0.075,0.019,10,10,863.67,0,0,0.28,2.8,2.8,0,15875.81067,2649.591292,785.57,29.301761,33.61111111
6/12/2024 22:22,0,0,0.28,0.012,0.053,0.056,0.108,10,10,863.95,0,0,0.28,2.8,2.8,0,15875.81067,2652.391292,785.57,29.301761,33.61111111
6/12/2024 22:29,0,0,0.22,0.156,0.087,0.033,0.006,10,10,864.17,0,0,0.22,2.2,2.2,0,15875.81067,2654.591292,785.57,29.301761,33.61111111
6/12/2024 22:34,0,0,0.22,0.007,0.031,0.104,0.015,10,10,864.39,0,0,0.22,2.2,2.2,0,15875.81067,2656.791292,785.57,29.301761,33.61111111
6/12/2024 22:39,0,0,0.25,0.113,0.001,0.152,0.071,10,10,864.64,0,0,0.25,2.5,2.5,0,15875.81067,2659.291292,785.57,29.301761,33.61111111
6/12/2024 22:44,0,0,0.25,0.062,0.014,0.077,0.029,10,10,864.89,0,0,0.25,2.5,2.5,0,15875.81067,2661.791292,785.57,29.301761,33.61111111
6/12/2024 22:49,0,0,0.24,0.023,0.046,0.035,0.104,10,10,865.13,0,0,0.24,2.4,2.4,0,15875.81067,2664.191292,785.57,29.301761,33.61111111
6/12/2024 22:55,0,0,0.24,0.094,0.009,0.047,0.159,10,10,865.37,0,0,0.24,2.4,2.4,0,15875.81067,2666.591292,785.57,29.301761,33.61111111
6/12/2024 23:00,0,0,0.24,0.057,0.044,0.033,0.069,10,10,865.61,0,0,0.24,2.4,2.4,0,15875.81067,2668.991292,785.57,29.301761,33.61111111
6/12/2024 23:05,0,0,0.26,0.11,0.1,0.069,0.086,10,10,865.87,0,0,0.26,2.6,2.6,0,15875.81067,2671.591292,785.57,29.301761,33.61111111
6/12/2024 23:10,0,0,0.26,0.085,0.109,0.15,0.04,10,10,866.13,0,0,0.26,2.6,2.6,0,15875.81067,2674.191292,785.57,29.301761,33.61111111
6/12/2024 23:15,0,0,0.25,0.051,0.05,0.005,0.169,10,10,866.38,0,0,0.25,2.5,2.5,0,15875.81067,2676.691292,785.57,29.301761,33.61111111
6/12/2024 23:22,0,0,0.25,0.011,0.177,0.105,0.044,10,10,866.63,0,0,0.25,2.5,2.5,0,15875.81067,2679.191292,785.57,29.301761,33.61111111
6/12/2024 23:27,0,0,0.26,0.072,0.001,0.019,0.095,10,10,866.89,0,0,0.26,2.6,2.6,0,15875.81067,2681.791292,785.57,29.301761,33.61111111
6/12/2024 23:32,0,0,0.26,0.009,0.1,0.147,0.086,10,10,867.15,0,0,0.26,2.6,2.6,0,15875.81067,2684.391292,785.57,29.301761,33.61111111
6/12/2024 23:38,0,0,0.25,0.022,0.061,0.072,0.023,10,10,867.4,0,0,0.25,2.5,2.5,0,15875.81067,2686.891292,785.57,29.301761,33.61111111
6/12/2024 23:43,0,0,0.26,0.245,0.105,0.137,0.051,10,10,867.66,0,0,0.26,2.6,2.6,0,15875.81067,2689.491292,785.57,29.301761,33.61111111
6/12/2024 23:48,0,0,0.25,0.043,0.014,0.029,0.084,10,10,867.91,0,0,0.25,2.5,2.5,0,15875.81067,2691.991292,785.57,29.301761,33.61111111
6/12/2024 23:53,0,0,0.25,0.049,0.111,0.022,0.014,10,10,868.16,0,0,0.25,2.5,2.5,0,15875.81067,2694.491292,785.57,29.301761,33.61111111
6/12/2024 23:59,0,0,0.25,0.037,0.033,0.058,0.06,10,10,868.41,0,0,0.25,2.5,2.5,0,15875.81067,2696.991292,785.57,29.301761,33.61111111
7/12/2024 0:04,0,0,0.25,0.146,0.03,0.124,0.021,10,10,868.66,0,0,0.25,2.5,2.5,0,15875.81067,2699.491292,785.57,29.301761,33.61111111
7/12/2024 0:09,0,0,0.24,0.107,0.002,0.004,0.04,10,10,868.9,0,0,0.24,2.4,2.4,0,15875.81067,2701.891292,785.57,29.301761,33.61111111
7/12/2024 0:14,0,0,0.25,0.013,0.015,0.064,0.124,10,10,869.15,0,0,0.25,2.5,2.5,0,15875.81067,2704.391292,785.57,29.301761,33.61111111
7/12/2024 0:19,0,0,0.25,0.007,0.018,0.104,0.013,10,10,869.4,0,0,0.25,2.5,2.5,0,15875.81067,2706.891292,785.57,29.301761,33.61111111
7/12/2024 0:25,0,0,0.25,0.099,0.049,0.037,0.001,10,10,869.65,0,0,0.25,2.5,2.5,0,15875.81067,2709.391292,785.57,29.301761,33.61111111
7/12/2024 0:31,0,0,0.24,0.014,0.065,0.068,0.115,10,10,869.89,0,0,0.24,2.4,2.4,0,15875.81067,2711.791292,785.57,29.301761,33.61111111
7/12/2024 0:36,0,0,0.25,0.035,0.013,0.007,0.04,10,10,870.14,0,0,0.25,2.5,2.5,0,15875.81067,2714.291292,785.57,29.301761,33.61111111
7/12/2024 0:41,0,0,0.24,0.02,0.148,0.044,0.002,10,10,870.38,0,0,0.24,2.4,2.4,0,15875.81067,2716.691292,785.57,29.301761,33.61111111
7/12/2024 0:46,0,0,0.22,0.036,0.081,0.034,0.035,10,10,870.6,0,0,0.22,2.2,2.2,0,15875.81067,2718.891292,785.57,29.301761,33.61111111
7/12/2024 0:52,0,0,0.22,0.024,0.009,0.135,0.019,10,10,870.82,0,0,0.22,2.2,2.2,0,15875.81067,2721.091292,785.57,29.301761,33.61111111
7/12/2024 0:57,0,0,0.22,0.058,0.13,0.067,0.029,10,10,871.04,0,0,0.22,2.2,2.2,0,15875.81067,2723.291292,785.57,29.301761,33.61111111
7/12/2024 1:02,0,0,0.22,0.065,0.1,0.081,0.003,10,10,871.26,0,0,0.22,2.2,2.2,0,15875.81067,2725.491292,785.57,29.301761,33.61111111
7/12/2024 1:07,0,0,0.22,0.06,0.098,0.117,0.079,10,10,871.48,0,0,0.22,2.2,2.2,0,15875.81067,2727.691292,785.57,29.301761,33.61111111
7/12/2024 1:13,0,0,0.22,0.032,0.118,0.075,0.057,10,10,871.7,0,0,0.22,2.2,2.2,0,15875.81067,2729.891292,785.57,29.301761,33.61111111
7/12/2024 1:19,0,0,0.22,0.022,0.065,0.034,0.059,10,10,871.92,0,0,0.22,2.2,2.2,0,15875.81067,2732.091292,785.57,29.301761,33.61111111
7/12/2024 1:24,0,0,0.23,0.022,0.125,0.046,0.026,10,10,872.15,0,0,0.23,2.3,2.3,0,15875.81067,2734.391292,785.57,29.301761,33.61111111
7/12/2024 1:29,0,0,0.21,0.017,0.013,0.055,0.017,10,10,872.36,0,0,0.21,2.1,2.1,0,15875.81067,2736.491292,785.57,29.301761,33.61111111
7/12/2024 1:35,0,0,0.21,0.047,0.114,0.051,0.081,10,10,872.57,0,0,0.21,2.1,2.1,0,15875.81067,2738.591292,785.57,29.301761,33.61111111
7/12/2024 1:40,0,0,0.22,0.008,0.017,0.1,0.068,10,10,872.79,0,0,0.22,2.2,2.2,0,15875.81067,2740.791292,785.57,29.301761,33.61111111
7/12/2024 1:45,0,0,0.22,0.016,0.058,0.025,0.078,10,10,873.01,0,0,0.22,2.2,2.2,0,15875.81067,2742.991292,785.57,29.301761,33.61111111
7/12/2024 1:50,0,0,0.23,0.091,0.006,0.078,0.059,10,10,873.24,0,0,0.23,2.3,2.3,0,15875.81067,2745.291292,785.57,29.301761,33.61111111
7/12/2024 1:56,0,0,0.22,0.12,0.013,0.119,0.042,10,10,873.46,0,0,0.22,2.2,2.2,0,15875.81067,2747.491292,785.57,29.301761,33.61111111
7/12/2024 2:01,0,0,0.23,0.015,0.167,0.031,0.003,10,10,873.69,0,0,0.23,2.3,2.3,0,15875.81067,2749.791292,785.57,29.301761,33.61111111
7/12/2024 2:06,0,0,0.25,0.11,0.031,0.022,0.089,10,10,873.94,0,0,0.25,2.5,2.5,0,15875.81067,2752.291292,785.57,29.301761,33.61111111
7/12/2024 2:11,0,0,0.25,0.004,0.039,0.128,0.033,10,10,874.19,0,0,0.25,2.5,2.5,0,15875.81067,2754.791292,785.57,29.301761,33.61111111
7/12/2024 2:16,0,0,0.25,0.071,0.08,0.017,0.011,10,10,874.44,0,0,0.25,2.5,2.5,0,15875.81067,2757.291292,785.57,29.301761,33.61111111
7/12/2024 2:22,0,0,0.23,0.026,0.014,0.115,0.027,10,10,874.67,0,0,0.23,2.3,2.3,0,15875.81067,2759.591292,785.57,29.301761,33.61111111
7/12/2024 2:28,0,0,0.26,0.008,0.002,0.036,0.037,10,10,874.93,0,0,0.26,2.6,2.6,0,15875.81067,2762.191292,785.57,29.301761,33.61111111
7/12/2024 2:33,0,0,0.24,0.052,0.085,0.066,0.027,10,10,875.17,0,0,0.24,2.4,2.4,0,15875.81067,2764.591292,785.57,29.301761,33.61111111
7/12/2024 2:38,0,0,0.24,0.066,0.026,0.158,0.072,10,10,875.41,0,0,0.24,2.4,2.4,0,15875.81067,2766.991292,785.57,29.301761,33.61111111
7/12/2024 2:44,0,0,0.2,0.019,0,0.045,0.085,10,10,875.61,0,0,0.2,2,2,0,15875.81067,2768.991292,785.57,29.301761,33.61111111
7/12/2024 2:49,0,0,0.24,0.01,0.182,0.036,0.106,10,10,875.85,0,0,0.24,2.4,2.4,0,15875.81067,2771.391292,785.57,29.301761,33.61111111
7/12/2024 2:54,0,0,0.24,0.074,0.013,0.135,0.027,10,10,876.09,0,0,0.24,2.4,2.4,0,15875.81067,2773.791292,785.57,29.301761,33.61111111
7/12/2024 2:59,0,0,0.24,0.027,0.034,0.001,0.031,10,10,876.33,0,0,0.24,2.4,2.4,0,15875.81067,2776.191292,785.57,29.301761,33.61111111
7/12/2024 3:05,0,0,0.23,0.005,0.079,0.031,0.101,10,10,876.56,0,0,0.23,2.3,2.3,0,15875.81067,2778.491292,785.57,29.301761,33.61111111
7/12/2024 3:10,0,0,0.24,0.054,0.02,0.009,0.089,10,19.29775281,876.8,0,0,0.24,2.4,2.4,0,15875.81067,2780.891292,785.57,29.301761,33.61111111
7/12/2024 3:15,0,0,0.24,0.011,0.05,0.055,0.024,10,19.29775281,877.04,0,0,0.24,2.4,2.4,0,15875.81067,2783.291292,785.57,29.301761,33.61111111
7/12/2024 3:20,0,0,0.25,0.071,0.105,0.072,0.077,10,19.29775281,877.29,0,0,0.25,2.5,2.5,0,15875.81067,2785.791292,785.57,29.301761,33.61111111
7/12/2024 3:26,0,0,0.24,0.027,0.034,0.107,0.028,10,19.29775281,877.53,0,0,0.24,2.4,2.4,0,15875.81067,2788.191292,785.57,29.301761,33.61111111
7/12/2024 3:32,0,0,0.24,0.107,0.137,0.171,0.003,10,19.29775281,877.77,0,0,0.24,2.4,2.4,0,15875.81067,2790.591292,785.57,29.301761,33.61111111
7/12/2024 3:37,0,0,0.24,0.159,0.01,0.017,0.007,10,19.29775281,878.01,0,0,0.24,2.4,2.4,0,15875.81067,2792.991292,785.57,29.301761,33.61111111
7/12/2024 3:42,0,0,0.22,0.091,0.109,0.119,0.062,10,19.29775281,878.23,0,0,0.22,2.2,2.2,0,15875.81067,2795.191292,785.57,29.301761,33.61111111
7/12/2024 3:47,0,0,0.22,0.017,0.111,0.081,0.006,10,19.29775281,878.45,0,0,0.22,2.2,2.2,0,15875.81067,2797.391292,785.57,29.301761,33.61111111
7/12/2024 3:53,0,0,0.21,0.007,0.013,0.064,0.085,10,19.29775281,878.66,0,0,0.21,2.1,2.1,0,15875.81067,2799.491292,785.57,29.301761,33.61111111
7/12/2024 3:53,0,0,0.22,0.07,0.049,0.03,0.009,10,19.29775281,878.88,0,0,0.22,2.2,2.2,0,15875.81067,2801.691292,785.57,29.301761,33.61111111
7/12/2024 3:58,0,0,0.22,0.099,0.064,0.082,0.055,10,19.29775281,879.1,0,0,0.22,2.2,2.2,0,15875.81067,2803.891292,785.57,29.301761,33.61111111
7/12/2024 4:03,0,0,0.22,0.053,0.036,0.018,0.059,19.29775281,19.29775281,879.32,0,0.22,0,4.245505618,0,4.245505618,15880.05618,2803.891292,785.79,29.309967,33.36666667
7/12/2024 4:08,0,0,0.19,0.062,0.049,0.101,0.005,19.29775281,19.29775281,879.51,0,0.19,0,3.666573034,0,3.666573034,15883.72275,2803.891292,785.98,29.317054,33.15555556
7/12/2024 4:14,0,0,0.22,0.038,0.114,0.022,0.062,19.29775281,19.29775281,879.73,0,0.22,0,4.245505618,0,4.245505618,15887.96826,2803.891292,786.2,29.32526,32.91111111
7/12/2024 4:19,0,0,0.22,0.027,0.144,0.135,0.085,19.29775281,19.29775281,879.95,0,0.22,0,4.245505618,0,4.245505618,15892.21376,2803.891292,786.42,29.333466,32.66666667
7/12/2024 4:26,0,0,0.22,0.037,0.178,0.104,0.005,19.29775281,19.29775281,880.17,0,0.22,0,4.245505618,0,4.245505618,15896.45927,2803.891292,786.64,29.341672,32.42222222
7/12/2024 4:31,0,0,0.22,0.038,0.037,0.005,0.014,19.29775281,19.29775281,880.39,0,0.22,0,4.245505618,0,4.245505618,15900.70478,2803.891292,786.86,29.349878,32.17777778
7/12/2024 4:36,0,0,0.22,0.08,0.046,0.112,0.025,19.29775281,24.41011236,880.61,0,0.22,0,4.245505618,0,4.245505618,15904.95028,2803.891292,787.08,29.358084,31.93333333
7/12/2024 4:41,0,0,0.22,0.02,0.002,0.054,0.169,19.29775281,24.41011236,880.83,0,0.22,0,4.245505618,0,4.245505618,15909.19579,2803.891292,787.3,29.36629,31.68888889
7/12/2024 4:46,0,0,0.22,0.164,0.089,0.018,0.052,19.29775281,24.41011236,881.05,0,0.22,0,4.245505618,0,4.245505618,15913.44129,2803.891292,787.52,29.374496,31.44444444
7/12/2024 4:51,0,0,0.22,0.034,0.089,0.066,0.146,19.29775281,24.41011236,881.27,0,0.22,0,4.245505618,0,4.245505618,15917.6868,2803.891292,787.74,29.382702,31.2
7/12/2024 4:57,0,0,0.22,0.07,0.011,0.015,0.161,19.29775281,24.41011236,881.49,0,0.22,0,4.245505618,0,4.245505618,15921.9323,2803.891292,787.96,29.390908,30.95555556
7/12/2024 5:02,0,0,0.21,0.012,0.193,0.01,0.009,19.29775281,24.41011236,881.7,0,0.21,0,4.05252809,0,4.05252809,15925.98483,2803.891292,788.17,29.398741,30.72222222
7/12/2024 5:07,0,0,0.22,0.009,0.023,0.001,0.051,19.29775281,19.29775281,881.92,0,0.22,0,4.245505618,0,4.245505618,15930.23034,2803.891292,788.39,29.406947,30.47777778
7/12/2024 5:12,0,0,0.22,0.083,0.059,0.123,0.059,19.29775281,19.29775281,882.14,0,0.22,0,4.245505618,0,4.245505618,15934.47584,2803.891292,788.61,29.415153,30.23333333
7/12/2024 5:17,0,0,0.22,0.101,0.154,0.002,0.046,19.29775281,19.29775281,882.36,0,0.22,0,4.245505618,0,4.245505618,15938.72135,2803.891292,788.83,29.423359,29.98888889
7/12/2024 5:24,0,0,0.24,0.005,0.031,0.093,0.005,19.29775281,19.29775281,882.6,0,0.24,0,4.631460674,0,4.631460674,15943.35281,2803.891292,789.07,29.432311,29.72222222
7/12/2024 5:29,0,0,0.24,0.024,0.083,0.039,0.094,19.29775281,19.29775281,882.84,0,0.24,0,4.631460674,0,4.631460674,15947.98427,2803.891292,789.31,29.441263,29.45555556
7/12/2024 5:34,0,0,0.25,0.115,0.152,0.015,0.062,24.41011236,19.29775281,883.09,0,0.25,0,6.10252809,0,6.10252809,15954.0868,2803.891292,789.56,29.450588,29.17777778
7/12/2024 5:39,0,0,0.24,0.061,0.02,0.005,0.081,24.41011236,19.29775281,883.33,0,0.24,0,5.858426966,0,5.858426966,15959.94523,2803.891292,789.8,29.45954,28.91111111
7/12/2024 5:45,0,0,0.25,0.011,0.039,0.135,0.024,24.41011236,19.29775281,883.58,0,0.25,0,6.10252809,0,6.10252809,15966.04775,2803.891292,790.05,29.468865,28.63333333
7/12/2024 5:50,0,0,0.24,0.016,0.029,0.046,0.019,24.41011236,19.29775281,883.82,0,0.24,0,5.858426966,0,5.858426966,15971.90618,2803.891292,790.29,29.477817,28.36666667
7/12/2024 5:55,0,0,0.24,0.035,0.068,0.036,0.11,24.41011236,19.29775281,884.06,0,0.24,0,5.858426966,0,5.858426966,15977.76461,2803.891292,790.53,29.486769,28.1
7/12/2024 6:00,0,0,0.25,0.014,0.109,0.121,0.04,24.41011236,19.29775281,884.31,0,0.25,0,6.10252809,0,6.10252809,15983.86714,2803.891292,790.78,29.496094,27.82222222
7/12/2024 6:06,0,0,0.24,0.089,0.014,0.065,0.004,19.29775281,19.29775281,884.55,0,0.24,0,4.631460674,0,4.631460674,15988.4986,2803.891292,791.02,29.505046,27.55555556
7/12/2024 6:11,0,0,0.24,0.097,0.094,0.021,0.098,19.29775281,19.29775281,884.79,0,0.24,0,4.631460674,0,4.631460674,15993.13006,2803.891292,791.26,29.513998,27.28888889
7/12/2024 6:16,0,0,0.25,0.036,0.042,0.02,0.016,19.29775281,19.29775281,885.04,0,0.25,0,4.824438203,0,4.824438203,15997.95449,2803.891292,791.51,29.523323,27.01111111
7/12/2024 6:21,0,0,0.25,0.014,0.028,0.118,0.019,19.29775281,19.29775281,885.29,0,0.25,0,4.824438203,0,4.824438203,16002.77893,2803.891292,791.76,29.532648,26.73333333
7/12/2024 6:27,0,0,0.27,0.042,0.087,0.095,0.109,19.29775281,19.29775281,885.56,0,0.27,0,5.210393259,0,5.210393259,16007.98933,2803.891292,792.03,29.542719,26.43333333
7/12/2024 6:33,0,0,0.26,0.003,0.101,0.005,0.061,19.29775281,19.29775281,885.82,0,0.26,0,5.017415731,0,5.017415731,16013.00674,2803.891292,792.29,29.552417,26.14444444
7/12/2024 6:38,0,0,0.29,0.024,0.09,0.02,0.024,19.29775281,19.29775281,886.11,0,0.29,0,5.596348315,0,5.596348315,16018.60309,2803.891292,792.58,29.563234,25.82222222
7/12/2024 6:43,0,0,0.27,0.114,0.146,0.107,0.023,19.29775281,19.29775281,886.38,0,0.27,0,5.210393259,0,5.210393259,16023.81348,2803.891292,792.85,29.573305,25.52222222
7/12/2024 6:49,0,0,0.26,0.035,0.084,0.086,0.03,19.29775281,19.29775281,886.64,0,0.26,0,5.017415731,0,5.017415731,16028.8309,2803.891292,793.11,29.583003,25.23333333
7/12/2024 6:54,0,0,0.27,0.029,0.015,0.031,0.181,19.29775281,19.29775281,886.91,0,0.27,0,5.210393259,0,5.210393259,16034.04129,2803.891292,793.38,29.593074,24.93333333
7/12/2024 6:59,0,0,0.27,0.025,0.018,0.056,0.047,19.29775281,19.29775281,887.18,0,0.27,0,5.210393259,0,5.210393259,16039.25169,2803.891292,793.65,29.603145,24.63333333
7/12/2024 7:04,0,0,0.24,0.115,0.019,0.066,0.002,19.29775281,19.29775281,887.42,0,0.24,0,4.631460674,0,4.631460674,16043.88315,2803.891292,793.89,29.612097,24.36666667
7/12/2024 7:05,0,0,0.24,0.146,0.156,0.136,0.024,19.29775281,19.29775281,887.66,0,0.24,0,4.631460674,0,4.631460674,16048.51461,2803.891292,794.13,29.621049,24.1
7/12/2024 7:09,0,0,0.26,0.009,0.023,0.096,0.116,19.29775281,24.41011236,887.92,0,0.26,0,5.017415731,0,5.017415731,16053.53202,2803.891292,794.39,29.630747,23.81111111
7/12/2024 7:14,0,0,0.24,0.04,0.021,0.005,0.023,19.29775281,24.41011236,888.16,0,0.24,0,4.631460674,0,4.631460674,16058.16348,2803.891292,794.63,29.639699,23.54444444
